Date of test;Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
2023-10-16-15-15;[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, 0.00587, 0.00978, 0.04884, 0.10744, 0.15431, 0.2051, 0.27541, 0.27541, 0.36526, 0.39455, 0.41604, 0.44143, 0.47854, 0.48244];[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, 0.00392, 0.02943, 0.11373, 0.15099, 0.19805, 0.22747, 0.28042, 0.31179, 0.3608, 0.38628, 0.40197, 0.43728, 0.47845, 0.53136]
