Date of test;Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
2023-11-21-09-52;[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, 0.00587, 0.02931, 0.06838, 0.12306, 0.18361, 0.22658, 0.28713, 0.30471, 0.35354, 0.39455, 0.44338, 0.47659, 0.52929, 0.58202];[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, 0.00197, 0.0255, 0.05492, 0.10393, 0.1451, 0.17845, 0.23531, 0.27648, 0.3059, 0.35491, 0.38039, 0.42159, 0.45296, 0.50393]
