Date of test;Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
2023-10-16-14-51;[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, 0.00587, 0.04494, 0.11135, 0.15822, 0.22267, 0.25588, 0.30861, 0.32815, 0.38283, 0.4219, 0.44338, 0.45901, 0.47268, 0.50585];[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, 0.00197, 0.02354, 0.07649, 0.12746, 0.22747, 0.27453, 0.34118, 0.37255, 0.40002, 0.42354, 0.44314, 0.48235, 0.50982, 0.55489]
