Date of test;Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
2023-10-16-15-25;[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, 0.01955, 0.03322, 0.08595, 0.13674, 0.18556, 0.23244, 0.28322, 0.30666, 0.35549, 0.38283, 0.41799, 0.43557, 0.45119, 0.48049];[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, 0.00591, 0.03139, 0.07845, 0.10982, 0.17452, 0.20784, 0.26864, 0.31569, 0.35296, 0.38238, 0.42354, 0.45687, 0.49413, 0.55099]
