Date of test;Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
2023-09-25-13-58;[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, 0.00197, 0.01564, 0.07814, 0.13283, 0.19338, 0.25393, 0.30861, 0.32229, 0.38869, 0.43557, 0.46096, 0.46291, 0.50195, 0.52148];[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, -2e-05, 0.06865, 0.14119, 0.20394, 0.24904, 0.31963, 0.36669, 0.4157, 0.43728, 0.48629, 0.55294, 0.63726, 0.70001, 0.7706]
