Date of test;Left_weights ,kg;Left_Output;Right_weights ,kg;Right_Output
2023-09-25-12-00;[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, -2e-05, 0.03713, 0.08986, 0.1465, 0.19924, 0.2383, 0.28127, 0.32229, 0.3594, 0.40627, 0.44143, 0.48635, 0.52929, 0.55859];[0, 0.0, 1.1, 2.2, 3.3000000000000003, 4.4, 5.5, 6.6, 7.699999999999999, 8.799999999999999, 9.899999999999999, 10.999999999999998, 12.099999999999998, 13.199999999999998, 14.299999999999997];[0, 0, 0.02159, 0.06276, 0.14708, 0.20394, 0.26079, 0.30001, 0.32943, 0.35491, 0.39806, 0.43139, 0.47845, 0.52352, 0.57842]
